gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3AmutP904L_1	ACHN_DNMT3AmutP904L_2	ACHN_DNMT3AmutP904L_3	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	symbol	description	term	threshold
ENSG00000146648	15103.499	0.133	0.045	2.947	0.0032123636885098	0.0437641045027981	15286.23	15708.1	16405.6	14171.86	14336.2	14713.01	EGFR	epidermal	growth	TRUE
ENSG00000196419	13252.722	-0.128	0.043	-2.947	0.00320998631137293	0.0437641045027981	12496.4	13036.53	12469.94	13861.12	13594.29	14058.05	XRCC6	X-ray	repair	TRUE
ENSG00000112118	4104.341	-0.147	0.05	-2.945	0.00322840604674917	0.0438620750035241	3810.61	3990.89	3885.08	4332.89	4197.42	4409.15	MCM3	minichromosome	maintenance	TRUE
ENSG00000115875	5635.297	-0.144	0.049	-2.945	0.00322968865335786	0.0438620750035241	5594.52	5238.68	5228.53	5954.19	5937.32	5858.55	SRSF7	serine	and	TRUE
ENSG00000111912	492.161	0.291	0.099	2.944	0.00323495530793585	0.0438842927127055	509.57	548.39	567.36	440.49	411.95	475.21	NCOA7	nuclear	receptor	TRUE
ENSG00000067560	14301.546	-0.134	0.046	-2.942	0.00325681585151744	0.044127150484026	13877.27	13757.5	13279.14	14496.77	15527.51	14871.07	RHOA	ras	homolog	TRUE
ENSG00000189079	1771.091	0.214	0.073	2.942	0.00326015929364071	0.044127150484026	1731.05	1978.98	1999.09	1532.98	1644.76	1739.69	ARID2	AT-rich	interaction	TRUE
ENSG00000065060	1176.43	0.219	0.075	2.941	0.00327342450299566	0.0442479035738048	1189.27	1264.82	1343.45	1070.69	1038.47	1151.88	UHRF1BP1	UHRF1	binding	TRUE
ENSG00000105976	15047.924	0.164	0.056	2.941	0.00327640222541203	0.0442479035738048	14602.4	16097.53	17010.66	14416.09	13781.54	14379.33	MET	MET	proto-oncogene,	TRUE
ENSG00000185728	2512.208	0.21	0.071	2.94	0.0032813271363716	0.0442649565818342	2494.99	2652.27	2937.03	2313.64	2167.03	2508.3	YTHDF3	YTH	N6-methyladenosine	TRUE
ENSG00000116350	1917.557	-0.215	0.073	-2.939	0.0032895813768715	0.0442695214191357	1990.37	1637.23	1692.88	2067.23	2109.34	2008.29	SRSF4	serine	and	TRUE
ENSG00000204217	3386.97	0.176	0.06	2.939	0.0032926532436339	0.0442695214191357	3410.06	3583.29	3785.77	3248.04	2991.94	3302.73	BMPR2	bone	morphogenetic	TRUE
ENSG00000242485	1220.5	-0.215	0.073	-2.94	0.00328540564891453	0.0442695214191357	1219	1057.05	1110.81	1319.28	1345.16	1271.71	MRPL20	mitochondrial	ribosomal	TRUE
ENSG00000164190	2199.883	0.206	0.07	2.937	0.00331029515015432	0.0444089936548706	2145.64	2340.04	2584.84	2046.51	1970.67	2111.6	NIPBL	NIPBL	cohesin	TRUE
ENSG00000173482	1268.878	0.2	0.068	2.937	0.00331397691836053	0.0444089936548706	1345.36	1394.26	1330.58	1215.7	1206.49	1120.88	PTPRM	protein	tyrosine	TRUE
ENSG00000197142	104.041	-0.637	0.217	-2.937	0.00331404916659993	0.0444089936548706	74.33	84.02	86.44	111.21	167.01	101.24	ACSL5	acyl-CoA	synthetase	TRUE
ENSG00000030066	1743.544	0.205	0.07	2.935	0.00333124560904675	0.0445406699961814	1703.79	1946.06	1953.11	1692.16	1560.75	1605.39	NUP160	nucleoporin	160	TRUE
ENSG00000080493	2675.001	0.206	0.07	2.936	0.00332906811990129	0.0445406699961814	2594.09	2882.75	3121.85	2527.34	2333.02	2590.95	SLC4A4	solute	carrier	TRUE
ENSG00000137942	2585.723	0.188	0.064	2.934	0.00334273104680215	0.0446448510085056	2559.4	2745.37	2957.26	2488.09	2314.8	2449.41	FNBP1L	formin	binding	TRUE
ENSG00000104332	761.015	-0.299	0.102	-2.934	0.00334699695683682	0.0446524858910448	596.29	751.63	701.61	916.95	729.77	869.85	SFRP1	secreted	frizzled	TRUE
ENSG00000082805	4062.774	0.188	0.064	2.931	0.00338074766278846	0.0449064435527152	3885.77	4521.12	4576.57	3873.87	3670.08	3849.23	ERC1	ELKS/RAB6-interacting/CAST	family	TRUE
ENSG00000105393	662.347	-0.289	0.099	-2.93	0.00338460909047105	0.0449064435527152	664.01	611.97	512.19	731.6	762.15	692.16	BABAM1	BRISC	and	TRUE
ENSG00000111799	2641.495	0.216	0.074	2.93	0.00338455831662095	0.0449064435527152	2634.56	2776.02	3105.3	2408.5	2253.06	2671.52	COL12A1	collagen	type	TRUE
ENSG00000115295	3006.594	0.181	0.062	2.931	0.00337562854546103	0.0449064435527152	3111.92	3126.86	3345.3	2787.92	2643.76	3023.8	CLIP4	CAP-Gly	domain	TRUE
ENSG00000116586	1160.318	-0.23	0.078	-2.932	0.00337159169625395	0.0449064435527152	1141.37	1017.31	1043.68	1277.84	1337.06	1144.64	LAMTOR2	late	endosomal/lysosomal	TRUE
ENSG00000260912	130.295	-0.531	0.181	-2.929	0.00339806667791385	0.0450355613332727	109.02	88.56	121.38	138.47	151.82	172.52	AL158206.1	NA	NA	TRUE
ENSG00000165502	2669.875	-0.159	0.054	-2.929	0.00340379314519762	0.0450620457239908	2611.43	2496.72	2458.86	2809.73	2856.31	2786.2	RPL36AL	ribosomal	protein	TRUE
ENSG00000073614	2896.177	0.185	0.063	2.927	0.003421057456514	0.0450930441405504	2803.04	3210.88	3234.04	2732.32	2648.82	2747.97	KDM5A	lysine	demethylase	TRUE
ENSG00000117298	5283.755	-0.186	0.064	-2.927	0.00341792808919673	0.0450930441405504	4865.26	5443.05	4526.92	5834.25	5457.55	5575.49	ECE1	endothelin	converting	TRUE
ENSG00000154027	2272.004	-0.192	0.066	-2.927	0.00342072737568519	0.0450930441405504	2165.46	1947.19	2246.45	2503.35	2305.7	2463.88	AK5	adenylate	kinase	TRUE
ENSG00000157483	5314.973	0.147	0.05	2.928	0.00341045788040957	0.0450930441405504	5354.18	5612.22	5789.45	4970.73	5005.12	5158.13	MYO1E	myosin	IE	TRUE
ENSG00000103415	1597.598	-0.183	0.063	-2.927	0.00342645691030861	0.04511501598573	1516.32	1544.13	1429.89	1677.99	1706.5	1710.77	HMOX2	heme	oxygenase	TRUE
ENSG00000136244	720.837	-0.684	0.234	-2.925	0.00344039620471181	0.0452492588970094	632.62	496.16	529.66	1137.19	828.96	700.42	IL6	interleukin	6	TRUE
ENSG00000077549	4235.31	-0.148	0.05	-2.924	0.00345231045278606	0.0452858217643789	3985.7	4158.93	3914.5	4341.62	4467.66	4543.45	CAPZB	capping	actin	TRUE
ENSG00000167283	2720.066	-0.157	0.054	-2.924	0.00345441612201186	0.0452858217643789	2614.74	2565.98	2536.1	2871.88	2939.31	2792.39	ATP5MG	ATP	synthase	TRUE
ENSG00000184922	1348.249	-0.226	0.077	-2.924	0.0034542394714991	0.0452858217643789	1349.49	1213.73	1164.14	1497	1529.37	1335.76	FMNL1	formin	like	TRUE
ENSG00000077150	1670.004	-0.214	0.073	-2.922	0.00348090403628604	0.0454359471777424	1577.43	1571.38	1489.66	1980	1767.23	1634.32	NFKB2	nuclear	factor	TRUE
ENSG00000135624	9657.634	-0.129	0.044	-2.922	0.0034786342971198	0.0454359471777424	9137.54	9466.87	9078.66	10208.58	9891.82	10162.33	CCT7	chaperonin	containing	TRUE
ENSG00000166398	439.126	0.333	0.114	2.922	0.00347747806233804	0.0454359471777424	443.5	478	547.13	388.15	346.16	431.82	KIAA0355	KIAA0355	NA	TRUE
ENSG00000169021	1583.488	-0.192	0.066	-2.922	0.00347519627739686	0.0454359471777424	1541.09	1480.55	1413.34	1610.39	1753.06	1702.5	UQCRFS1	ubiquinol-cytochrome	c	TRUE
ENSG00000078618	4943.031	-0.143	0.049	-2.921	0.00348820351991608	0.0454821099732747	4823.97	4560.85	4707.15	5104.83	5325.97	5135.4	NRDC	nardilysin	convertase	TRUE
ENSG00000171100	303.946	0.351	0.12	2.92	0.00349880124082984	0.0455711321098171	326.22	332.67	363.22	255.13	253.04	293.39	MTM1	myotubularin	1	TRUE
ENSG00000166450	1220.315	0.236	0.081	2.918	0.0035265293600082	0.0458828421683737	1209.09	1340.89	1410.58	1064.14	1067.83	1229.36	PRTG	protogenin	signaling	TRUE
ENSG00000164749	346.004	0.331	0.113	2.917	0.00353563584299546	0.0459518606820281	356.78	397.39	402.76	321.64	283.4	314.05	HNF4G	hepatocyte	nuclear	TRUE
ENSG00000164168	1065.19	0.22	0.075	2.916	0.00354623812084659	0.0460401505549654	1055.48	1170.59	1213.8	988.91	972.68	989.68	TMEM184C	transmembrane	protein	TRUE
ENSG00000214078	599.015	-0.287	0.099	-2.914	0.00357031221876147	0.0463029654379505	602.89	500.71	513.11	685.81	688.27	603.31	CPNE1	copine	1	TRUE
ENSG00000013588	3731.685	-0.202	0.069	-2.912	0.00359104618608356	0.046521945606851	3536.42	3267.65	3607.37	3979.63	4401.87	3597.16	GPRC5A	G	protein-coupled	TRUE
ENSG00000185420	611.749	-0.259	0.089	-2.91	0.00361957009407487	0.0468412673737505	598.76	539.31	531.5	661.82	688.27	650.84	SMYD3	SET	and	TRUE
ENSG00000092010	5360.27	-0.14	0.048	-2.909	0.00362479683033032	0.0468587372066338	5261.69	5050.21	4987.61	5508.25	5729.83	5624.05	PSME1	proteasome	activator	TRUE
ENSG00000204682	1357.029	0.222	0.076	2.907	0.00365475045132814	0.0471573560618697	1588.99	1411.29	1382.08	1160.09	1324.91	1274.81	MIR1915HG	MIR1915	host	TRUE
ENSG00000213551	2293.693	-0.159	0.055	-2.906	0.00365569972945908	0.0471573560618697	2174.54	2127.72	2199.55	2424.85	2415.01	2420.49	DNAJC9	DnaJ	heat	TRUE
ENSG00000152056	514.495	0.285	0.098	2.905	0.00366877818406413	0.0472756097129884	526.09	615.38	555.4	478.65	436.24	475.21	AP1S3	adaptor	related	TRUE
ENSG00000068438	665.26	-0.241	0.083	-2.905	0.00367356339858398	0.0472868592105267	590.5	626.73	613.34	731.6	718.63	710.75	FTSJ1	FtsJ	RNA	TRUE
ENSG00000228742	675.366	0.274	0.094	2.904	0.00367859207313795	0.0473012153064026	716.04	760.71	742.07	544.06	598.19	691.13	LINC02577	long	intergenic	TRUE
ENSG00000019549	144.036	0.479	0.165	2.902	0.00370476818324805	0.0475871764409343	157.74	163.5	182.07	113.39	120.45	127.07	SNAI2	snail	family	TRUE
ENSG00000004534	1830.184	-0.198	0.068	-2.901	0.00371896702891406	0.047718847641703	1860.71	1614.52	1635.87	1972.37	2007.11	1890.52	RBM6	RNA	binding	TRUE
ENSG00000075407	640.354	0.268	0.092	2.899	0.00374716754566872	0.0479788285217138	633.45	701.67	764.14	597.49	564.78	580.59	ZNF37A	zinc	finger	TRUE
ENSG00000177125	331.055	0.334	0.115	2.899	0.00374476233349073	0.0479788285217138	337.79	381.49	388.97	287.84	282.39	307.86	ZBTB34	zinc	finger	TRUE
ENSG00000143228	1686.06	-0.195	0.067	-2.897	0.00376906029994797	0.0482080760269536	1571.65	1645.18	1501.62	1775.03	1704.47	1918.42	NUF2	NUF2	component	TRUE
ENSG00000006715	4496.296	0.17	0.059	2.894	0.00380472270026634	0.0486127730212678	4472.97	4649.41	5160.48	4152.99	4226.77	4315.14	VPS41	VPS41	subunit	TRUE
ENSG00000228630	67.3	0.72	0.249	2.892	0.00383283864026636	0.0489202963515306	97.45	66.99	86.44	42.52	56.68	53.72	HOTAIR	HOX	transcript	TRUE
ENSG00000214114	506.047	-0.278	0.096	-2.891	0.00383787153292216	0.0489328620447575	493.05	451.88	426.67	540.79	554.66	569.22	MYCBP	MYC	binding	TRUE
ENSG00000118181	12625.557	-0.147	0.051	-2.888	0.00387653297241619	0.0493737134221227	12694.61	11503.75	11750.86	13232.01	13726.88	12845.22	RPS25	ribosomal	protein	TRUE
ENSG00000026652	1783.229	-0.189	0.066	-2.887	0.00389272854603485	0.0495277999325508	1749.22	1612.25	1635.87	1947.29	1972.7	1782.05	AGPAT4	1-acylglycerol-3-phosphate	O-acyltransferase	TRUE
ENSG00000183853	15756.865	0.178	0.062	2.886	0.00390530538277816	0.0496355690448367	15220.15	17152.31	17809.74	15177.12	13766.36	15415.5	KIRREL1	kirre	like	TRUE
ENSG00000130396	3828.607	0.169	0.058	2.885	0.00391473205742269	0.0497031159433488	3905.59	4014.73	4235.42	3626.37	3381.62	3807.9	AFDN	afadin,	adherens	TRUE
ENSG00000137161	1408.243	-0.204	0.071	-2.883	0.00393919678482412	0.0499612503023811	1361.05	1368.14	1198.17	1485	1556.7	1480.39	CNPY3	canopy	FGF	TRUE
